URL,FILENAME
https://www.youtube.com/watch?v=zfvf08zPiyk,"YouTube and Vimeo Videos in Flightboxes [How to use the File Away Values CSV Editor shortcode to add YouTube and Vimeo videos to your Flightboxes,13:22]"
https://www.youtube.com/watch?v=B7tVhb27phU,"Matching File Up Forms to File Away Directory Tree Drawers [How to link the destination directory of a File Up form to the current drawer of a matched directory tree or manager mode table.,9:20]"
https://www.youtube.com/watch?v=LSSGycoM_nM,"File Away Values CSV Editing Suite [How to create and edit existing CSV files using File Away's front-end CSV editing suite., 15:21]"
https://www.youtube.com/watch?v=Q4EQ-Qt_QYo,"Form Away (File Away + Formidable Pro) [How to use File Away's formaway shortcode set to create File Away styled sortable data tables in your Formidable Pro views., 14:28]"
https://www.youtube.com/watch?v=bJwYSeq0pGc,"Setting Up File Away RSS Feeds [How to set up RSS Feeds to monitor your server file directories and allow user subscriptions to the feeds., 22:57]"
